group_order,small_group_id,group_structure,class_i,class_j,class_size,union_size,linear_nullity,unordered_sign_solutions,nontrivial_partitions,isomorphic_partitions,new_twists,isomorphism_flags
128,288,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",6,18,2,4,1,1,0,0,0,""
128,288,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",17,25,2,4,1,1,0,0,0,""
128,289,"((C4 : C8) : C2) : C2",4,16,2,4,1,1,0,0,0,""
128,289,"((C4 : C8) : C2) : C2",6,18,2,4,1,1,0,0,0,""
128,289,"((C4 : C8) : C2) : C2",17,25,2,4,1,1,0,0,0,""
128,290,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",4,16,2,4,1,1,0,0,0,""
128,290,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",6,18,2,4,1,1,0,0,0,""
128,290,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",17,25,2,4,1,1,0,0,0,""
128,291,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",4,16,2,4,1,1,0,0,0,""
128,291,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",6,18,2,4,1,1,0,0,0,""
128,291,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",17,25,2,4,1,1,0,0,0,""
128,292,"((C4 : C8) : C2) : C2",4,16,2,4,1,1,0,0,0,""
128,292,"((C4 : C8) : C2) : C2",6,18,2,4,1,1,0,0,0,""
128,292,"((C4 : C8) : C2) : C2",17,25,2,4,1,1,0,0,0,""
128,293,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",4,16,2,4,1,1,0,0,0,""
128,293,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",6,18,2,4,1,1,0,0,0,""
128,293,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",17,25,2,4,1,1,0,0,0,""
128,327,"((C2 x C2 x D8) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,327,"((C2 x C2 x D8) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,327,"((C2 x C2 x D8) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,327,"((C2 x C2 x D8) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,328,"(((C8 x C2) : C2) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,328,"(((C8 x C2) : C2) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,328,"(((C8 x C2) : C2) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,328,"(((C8 x C2) : C2) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,329,"((C2 x ((C4 x C2) : C2)) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,329,"((C2 x ((C4 x C2) : C2)) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,329,"((C2 x ((C4 x C2) : C2)) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,329,"((C2 x ((C4 x C2) : C2)) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,330,"((C2 x ((C4 x C2) : C2)) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,330,"((C2 x ((C4 x C2) : C2)) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,330,"((C2 x ((C4 x C2) : C2)) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,330,"((C2 x ((C4 x C2) : C2)) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,331,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,331,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,331,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,331,"(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,332,"((C2 x C2 x D8) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,332,"((C2 x C2 x D8) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,332,"((C2 x C2 x D8) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,332,"((C2 x C2 x D8) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,333,"((C2 x C2 x Q8) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,333,"((C2 x C2 x Q8) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,333,"((C2 x C2 x Q8) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,333,"((C2 x C2 x Q8) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,334,"((Q8 : C4) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,334,"((Q8 : C4) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,334,"((Q8 : C4) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,334,"((Q8 : C4) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,335,"((C4 x C2) : Q8) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,335,"((C4 x C2) : Q8) : C2",3,13,8,16,1,1,0,0,0,""
128,335,"((C4 x C2) : Q8) : C2",10,21,8,16,4,8,1,1,0,"true"
128,335,"((C4 x C2) : Q8) : C2",12,22,8,16,1,1,0,0,0,""
128,336,"((C4 x C2) : Q8) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,336,"((C4 x C2) : Q8) : C2",3,13,8,16,1,1,0,0,0,""
128,336,"((C4 x C2) : Q8) : C2",10,21,8,16,4,8,1,1,0,"true"
128,336,"((C4 x C2) : Q8) : C2",12,22,8,16,1,1,0,0,0,""
128,337,"(C4 x C2) : Q16",2,11,8,16,4,8,3,1,2,"true;false;false"
128,337,"(C4 x C2) : Q16",3,13,8,16,1,1,0,0,0,""
128,337,"(C4 x C2) : Q16",10,21,8,16,4,8,1,1,0,"true"
128,337,"(C4 x C2) : Q16",12,22,8,16,1,1,0,0,0,""
128,338,"((C2 x C2 x Q8) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,338,"((C2 x C2 x Q8) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,338,"((C2 x C2 x Q8) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,338,"((C2 x C2 x Q8) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,339,"((C2 x (C4 : C4)) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,339,"((C2 x (C4 : C4)) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,339,"((C2 x (C4 : C4)) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,339,"((C2 x (C4 : C4)) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,340,"((C8 : C4) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,340,"((C8 : C4) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,340,"((C8 : C4) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,340,"((C8 : C4) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,341,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,341,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",3,13,8,16,1,1,0,0,0,""
128,341,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",10,21,8,16,4,8,1,1,0,"true"
128,341,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",12,22,8,16,1,1,0,0,0,""
128,342,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,342,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",3,13,8,16,1,1,0,0,0,""
128,342,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",10,21,8,16,4,8,1,1,0,"true"
128,342,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",12,22,8,16,1,1,0,0,0,""
128,343,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C2 x C2) . (C2 x C2 x C2)",2,11,8,16,4,8,3,1,2,"true;false;false"
128,343,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C2 x C2) . (C2 x C2 x C2)",3,13,8,16,1,1,0,0,0,""
128,343,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C2 x C2) . (C2 x C2 x C2)",10,21,8,16,4,8,1,1,0,"true"
128,343,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C2 x C2) . (C2 x C2 x C2)",12,22,8,16,1,1,0,0,0,""
128,344,"((C2 x (C4 : C4)) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,344,"((C2 x (C4 : C4)) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,344,"((C2 x (C4 : C4)) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,344,"((C2 x (C4 : C4)) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,345,"((C2 x (C4 : C4)) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,345,"((C2 x (C4 : C4)) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,345,"((C2 x (C4 : C4)) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,345,"((C2 x (C4 : C4)) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,346,"((C8 : C4) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,346,"((C8 : C4) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,346,"((C8 : C4) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,346,"((C8 : C4) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,347,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,347,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",3,13,8,16,1,1,0,0,0,""
128,347,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",10,21,8,16,4,8,1,1,0,"true"
128,347,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",12,22,8,16,1,1,0,0,0,""
128,348,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,348,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",3,13,8,16,1,1,0,0,0,""
128,348,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",10,21,8,16,4,8,1,1,0,"true"
128,348,"((C2 x C2 x C2) . (C2 x C2 x C2)) : C2",12,22,8,16,1,1,0,0,0,""
128,349,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C2 x C2) . (C2 x C2 x C2)",2,11,8,16,4,8,3,1,2,"true;false;false"
128,349,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C2 x C2) . (C2 x C2 x C2)",3,13,8,16,1,1,0,0,0,""
128,349,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C2 x C2) . (C2 x C2 x C2)",10,21,8,16,4,8,1,1,0,"true"
128,349,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C2 x C2) . (C2 x C2 x C2)",12,22,8,16,1,1,0,0,0,""
128,350,"((C2 x (C4 : C4)) : C2) : C2",2,11,8,16,4,8,3,1,2,"true;false;false"
128,350,"((C2 x (C4 : C4)) : C2) : C2",3,13,8,16,1,1,0,0,0,""
128,350,"((C2 x (C4 : C4)) : C2) : C2",10,21,8,16,4,8,1,1,0,"true"
128,350,"((C2 x (C4 : C4)) : C2) : C2",12,22,8,16,1,1,0,0,0,""
128,351,"(((C4 x C4) : C2) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,352,"((C2 x QD16) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,353,"(((C8 x C2) : C2) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,354,"((C2 x QD16) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,355,"(Q8 x Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,356,"(((C4 x C4) : C2) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,357,"(((C4 x C4) : C2) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,358,"(Q8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,359,"(((C8 x C2) : C2) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,360,"((C2 x QD16) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,361,"((C4 : Q8) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,362,"(Q8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,363,"(Q8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,364,"(Q8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,365,"Q8 : Q16",3,12,8,16,1,1,0,0,0,""
128,366,"((C4 : Q8) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,367,"((C4 : Q8) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,368,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",3,12,8,16,1,1,0,0,0,""
128,369,"(Q8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,370,"(Q8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,371,"((C4 : Q8) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,372,"(C4 : Q16) : C2",3,12,8,16,1,1,0,0,0,""
128,373,"(C4 : Q16) : C2",3,12,8,16,1,1,0,0,0,""
128,374,"((C4 : Q8) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,375,"(Q8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,376,"(C4 : Q16) : C2",3,12,8,16,1,1,0,0,0,""
128,377,"Q8 : Q16",3,12,8,16,1,1,0,0,0,""
128,378,"((C4 : Q8) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,379,"((C4 : Q8) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,380,"Q8 : Q16",3,12,8,16,1,1,0,0,0,""
128,381,"(C4 : Q16) : C2",3,12,8,16,1,1,0,0,0,""
128,382,"(Q8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,383,"(Q8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,384,"(C4 : Q16) : C2",3,12,8,16,1,1,0,0,0,""
128,385,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",3,12,8,16,1,1,0,0,0,""
128,386,"((C4 : Q8) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,387,"(((C4 x C4) : C2) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,387,"(((C4 x C4) : C2) : C2) : C2",4,13,8,16,1,1,0,0,0,""
128,387,"(((C4 x C4) : C2) : C2) : C2",9,17,8,16,4,8,1,1,0,"true"
128,387,"(((C4 x C4) : C2) : C2) : C2",10,18,8,16,4,8,1,1,0,"true"
128,387,"(((C4 x C4) : C2) : C2) : C2",11,19,8,16,1,1,0,0,0,""
128,387,"(((C4 x C4) : C2) : C2) : C2",16,20,8,16,4,8,1,1,0,"true"
128,388,"(((C4 x C4) : C2) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,388,"(((C4 x C4) : C2) : C2) : C2",4,13,8,16,1,1,0,0,0,""
128,388,"(((C4 x C4) : C2) : C2) : C2",9,17,8,16,4,8,1,1,0,"true"
128,388,"(((C4 x C4) : C2) : C2) : C2",10,18,8,16,4,8,1,1,0,"true"
128,388,"(((C4 x C4) : C2) : C2) : C2",11,19,8,16,1,1,0,0,0,""
128,388,"(((C4 x C4) : C2) : C2) : C2",16,20,8,16,4,8,1,1,0,"true"
128,389,"(((C8 x C2) : C2) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,389,"(((C8 x C2) : C2) : C2) : C2",4,13,8,16,1,1,0,0,0,""
128,389,"(((C8 x C2) : C2) : C2) : C2",9,17,8,16,4,8,1,1,0,"true"
128,389,"(((C8 x C2) : C2) : C2) : C2",10,18,8,16,4,8,1,1,0,"true"
128,389,"(((C8 x C2) : C2) : C2) : C2",11,19,8,16,1,1,0,0,0,""
128,389,"(((C8 x C2) : C2) : C2) : C2",16,20,8,16,4,8,1,1,0,"true"
128,390,"((C2 x C2) . (C2 x C2 x C2 x C2)) : C2",3,12,8,16,1,1,0,0,0,""
128,390,"((C2 x C2) . (C2 x C2 x C2 x C2)) : C2",4,13,8,16,1,1,0,0,0,""
128,390,"((C2 x C2) . (C2 x C2 x C2 x C2)) : C2",9,17,8,16,4,8,1,1,0,"true"
128,390,"((C2 x C2) . (C2 x C2 x C2 x C2)) : C2",10,18,8,16,4,8,1,1,0,"true"
128,390,"((C2 x C2) . (C2 x C2 x C2 x C2)) : C2",11,19,8,16,1,1,0,0,0,""
128,390,"((C2 x C2) . (C2 x C2 x C2 x C2)) : C2",16,20,8,16,4,8,1,1,0,"true"
128,391,"((C4 : Q8) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,391,"((C4 : Q8) : C2) : C2",4,13,8,16,1,1,0,0,0,""
128,391,"((C4 : Q8) : C2) : C2",9,17,8,16,4,8,1,1,0,"true"
128,391,"((C4 : Q8) : C2) : C2",10,18,8,16,4,8,1,1,0,"true"
128,391,"((C4 : Q8) : C2) : C2",11,19,8,16,1,1,0,0,0,""
128,391,"((C4 : Q8) : C2) : C2",16,20,8,16,4,8,1,1,0,"true"
128,392,"(C8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,392,"(C8 : Q8) : C2",4,13,8,16,1,1,0,0,0,""
128,392,"(C8 : Q8) : C2",9,17,8,16,4,8,1,1,0,"true"
128,392,"(C8 : Q8) : C2",10,18,8,16,4,8,1,1,0,"true"
128,392,"(C8 : Q8) : C2",11,19,8,16,1,1,0,0,0,""
128,392,"(C8 : Q8) : C2",16,20,8,16,4,8,1,1,0,"true"
128,393,"(C8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,393,"(C8 : Q8) : C2",4,13,8,16,1,1,0,0,0,""
128,393,"(C8 : Q8) : C2",9,17,8,16,4,8,1,1,0,"true"
128,393,"(C8 : Q8) : C2",10,18,8,16,4,8,1,1,0,"true"
128,393,"(C8 : Q8) : C2",11,19,8,16,1,1,0,0,0,""
128,393,"(C8 : Q8) : C2",16,20,8,16,4,8,1,1,0,"true"
128,394,"((C4 : Q8) : C2) : C2",3,12,8,16,1,1,0,0,0,""
128,394,"((C4 : Q8) : C2) : C2",4,13,8,16,1,1,0,0,0,""
128,394,"((C4 : Q8) : C2) : C2",9,17,8,16,4,8,1,1,0,"true"
128,394,"((C4 : Q8) : C2) : C2",10,18,8,16,4,8,1,1,0,"true"
128,394,"((C4 : Q8) : C2) : C2",11,19,8,16,1,1,0,0,0,""
128,394,"((C4 : Q8) : C2) : C2",16,20,8,16,4,8,1,1,0,"true"
128,395,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",3,12,8,16,1,1,0,0,0,""
128,395,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",4,13,8,16,1,1,0,0,0,""
128,395,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",9,17,8,16,4,8,1,1,0,"true"
128,395,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",10,18,8,16,4,8,1,1,0,"true"
128,395,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",11,19,8,16,1,1,0,0,0,""
128,395,"(C2 x C2) . ((C2 x C2 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",16,20,8,16,4,8,1,1,0,"true"
128,396,"(C8 : Q8) : C2",3,12,8,16,1,1,0,0,0,""
128,396,"(C8 : Q8) : C2",4,13,8,16,1,1,0,0,0,""
128,396,"(C8 : Q8) : C2",9,17,8,16,4,8,1,1,0,"true"
128,396,"(C8 : Q8) : C2",10,18,8,16,4,8,1,1,0,"true"
128,396,"(C8 : Q8) : C2",11,19,8,16,1,1,0,0,0,""
128,396,"(C8 : Q8) : C2",16,20,8,16,4,8,1,1,0,"true"
128,417,"((C4 : C8) : C2) : C2",4,14,8,16,1,1,0,0,0,""
128,417,"((C4 : C8) : C2) : C2",6,17,2,4,1,1,0,0,0,""
128,417,"((C4 : C8) : C2) : C2",11,21,8,16,1,1,0,0,0,""
128,417,"((C4 : C8) : C2) : C2",12,22,4,8,2,2,0,0,0,""
128,418,"(C8 : Q8) : C2",4,14,8,16,1,1,0,0,0,""
128,418,"(C8 : Q8) : C2",6,17,2,4,1,1,0,0,0,""
128,418,"(C8 : Q8) : C2",11,21,8,16,1,1,0,0,0,""
128,418,"(C8 : Q8) : C2",12,22,4,8,2,2,0,0,0,""
128,419,"(((C4 x C4) : C2) : C2) : C2",4,14,8,16,1,1,0,0,0,""
128,419,"(((C4 x C4) : C2) : C2) : C2",6,17,2,4,1,1,0,0,0,""
128,419,"(((C4 x C4) : C2) : C2) : C2",11,21,8,16,1,1,0,0,0,""
128,419,"(((C4 x C4) : C2) : C2) : C2",12,22,4,8,2,2,0,0,0,""
128,420,"(((C8 x C2) : C2) : C2) : C2",4,14,8,16,1,1,0,0,0,""
128,420,"(((C8 x C2) : C2) : C2) : C2",6,17,2,4,1,1,0,0,0,""
128,420,"(((C8 x C2) : C2) : C2) : C2",11,21,8,16,1,1,0,0,0,""
128,420,"(((C8 x C2) : C2) : C2) : C2",12,22,4,8,2,2,0,0,0,""
128,421,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",4,14,8,16,1,1,0,0,0,""
128,421,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",6,17,2,4,1,1,0,0,0,""
128,421,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",11,21,8,16,1,1,0,0,0,""
128,421,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",12,22,4,8,2,2,0,0,0,""
128,422,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",4,14,8,16,1,1,0,0,0,""
128,422,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",6,17,2,4,1,1,0,0,0,""
128,422,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",11,21,8,16,1,1,0,0,0,""
128,422,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",12,22,4,8,2,2,0,0,0,""
128,423,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",4,14,8,16,1,1,0,0,0,""
128,423,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",6,17,2,4,1,1,0,0,0,""
128,423,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",11,21,8,16,1,1,0,0,0,""
128,423,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",12,22,4,8,2,2,0,0,0,""
128,424,"C8 : Q16",4,14,8,16,1,1,0,0,0,""
128,424,"C8 : Q16",6,17,2,4,1,1,0,0,0,""
128,424,"C8 : Q16",11,21,8,16,1,1,0,0,0,""
128,424,"C8 : Q16",12,22,4,8,2,2,0,0,0,""
128,425,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",4,14,8,16,1,1,0,0,0,""
128,425,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",6,17,2,4,1,1,0,0,0,""
128,425,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",11,21,8,16,1,1,0,0,0,""
128,425,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",12,22,4,8,2,2,0,0,0,""
128,426,"C8 : Q16",4,14,8,16,1,1,0,0,0,""
128,426,"C8 : Q16",6,17,2,4,1,1,0,0,0,""
128,426,"C8 : Q16",11,21,8,16,1,1,0,0,0,""
128,426,"C8 : Q16",12,22,4,8,2,2,0,0,0,""
128,427,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",4,14,8,16,1,1,0,0,0,""
128,427,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",6,17,2,4,1,1,0,0,0,""
128,427,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",11,21,8,16,1,1,0,0,0,""
128,427,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",12,22,4,8,2,2,0,0,0,""
128,428,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",4,14,8,16,1,1,0,0,0,""
128,428,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",6,17,2,4,1,1,0,0,0,""
128,428,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",11,21,8,16,1,1,0,0,0,""
128,428,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",12,22,4,8,2,2,0,0,0,""
128,429,"((C4 : C8) : C2) : C2",4,14,8,16,1,1,0,0,0,""
128,429,"((C4 : C8) : C2) : C2",6,17,2,4,1,1,0,0,0,""
128,429,"((C4 : C8) : C2) : C2",11,21,8,16,1,1,0,0,0,""
128,429,"((C4 : C8) : C2) : C2",12,22,4,8,2,2,0,0,0,""
128,430,"(C8 : Q8) : C2",4,14,8,16,1,1,0,0,0,""
128,430,"(C8 : Q8) : C2",6,17,2,4,1,1,0,0,0,""
128,430,"(C8 : Q8) : C2",11,21,8,16,1,1,0,0,0,""
128,430,"(C8 : Q8) : C2",12,22,4,8,2,2,0,0,0,""
128,431,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",4,14,8,16,1,1,0,0,0,""
128,431,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",6,17,2,4,1,1,0,0,0,""
128,431,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",11,21,8,16,1,1,0,0,0,""
128,431,"((C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)) : C2",12,22,4,8,2,2,0,0,0,""
128,432,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",4,14,8,16,1,1,0,0,0,""
128,432,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",6,17,2,4,1,1,0,0,0,""
128,432,"(C2 x C2) . ((C4 x C2 x C2) : C2) = (C4 x C4) . (C2 x C2 x C2)",11,21,8,16,1,1,0,0,0,""
